player,season,match_id,no.of runs
DPMD Jayawardene,2012,342,55
DPMD Jayawardene,2012,345,6
DPMD Jayawardene,2012,349,0
DPMD Jayawardene,2012,357,35
DPMD Jayawardene,2012,364,8
DPMD Jayawardene,2012,369,56
DPMD Jayawardene,2012,372,9
DPMD Jayawardene,2012,374,8
DPMD Jayawardene,2012,378,44
DPMD Jayawardene,2012,380,62
DPMD Jayawardene,2013,382,70
DPMD Jayawardene,2013,385,19
DPMD Jayawardene,2013,390,4
DPMD Jayawardene,2013,394,13
DPMD Jayawardene,2013,401,28
DPMD Jayawardene,2013,404,7
DPMD Jayawardene,2013,408,59
DPMD Jayawardene,2013,412,47
DPMD Jayawardene,2013,419,17
DPMD Jayawardene,2013,424,6
DPMD Jayawardene,2013,428,11
DPMD Jayawardene,2013,433,35
DPMD Jayawardene,2013,438,19
DPMD Jayawardene,2013,443,4
DPMD Jayawardene,2013,451,19
DR Martyn,2010,184,21
DR Smith,2008,106,21
DR Smith,2008,109,17
DR Smith,2008,113,10
DR Smith,2009,128,36
DR Smith,2009,131,12
DR Smith,2009,136,52
DR Smith,2009,140,7
DR Smith,2009,144,52
DR Smith,2009,147,16
DR Smith,2009,155,48
DR Smith,2009,158,1
DR Smith,2010,210,5
DR Smith,2010,216,13
DR Smith,2010,233,5
DR Smith,2012,355,24
DR Smith,2012,360,2
DR Smith,2012,367,6
DR Smith,2012,370,0
DR Smith,2012,377,94
DR Smith,2012,379,40
DR Smith,2013,386,3
DR Smith,2013,408,8
DR Smith,2013,413,66
DR Smith,2013,417,57
DR Smith,2013,421,34
DR Smith,2013,423,40
DR Smith,2013,430,22
DR Smith,2013,434,50
DR Smith,2013,439,0
DR Smith,2013,444,22
DR Smith,2013,454,71
DR Smith,2013,456,68
DR Smith,2013,457,4
DR Smith,2014,460,72
DR Smith,2014,465,32
DR Smith,2014,467,50
DR Smith,2014,470,29
DR Smith,2014,474,68
DR Smith,2014,478,16
DR Smith,2014,483,88
DR Smith,2014,486,5
DR Smith,2014,490,59
DR Smith,2014,494,48
DR Smith,2014,499,10
DR Smith,2014,504,5
DR Smith,2014,507,47
DR Smith,2014,510,34
DR Smith,2014,515,25
DR Smith,2014,516,11
DR Smith,2015,519,45
DR Smith,2015,521,35
DR Smith,2015,527,0
DR Smith,2015,530,65
DR Smith,2015,533,40
DR Smith,2015,538,39
DR Smith,2015,542,26
DR Smith,2015,547,26
DR Smith,2015,551,23
DR Smith,2015,554,0
DR Smith,2015,559,32
DR Smith,2015,563,6
DR Smith,2015,565,18
DR Smith,2015,573,0
DR Smith,2015,575,18
DR Smith,2015,576,58
DR Smith,2016,595,34
DR Smith,2016,599,53
DR Smith,2016,601,65
DR Smith,2016,604,16
DR Smith,2016,607,16
DR Smith,2016,610,1
DR Smith,2016,614,32
DR Smith,2016,620,7
DR Smith,2016,627,0
DR Smith,2016,630,37
DR Smith,2016,633,73
DR Smith,2016,635,1
DR Smith,2017,6,37
DR Smith,2017,13,48
DR Smith,2017,16,1
DR Smith,2017,20,1
DR Smith,2017,23,5
DR Smith,2017,26,4
DR Smith,2017,38,0
DR Smith,2017,41,9
DR Smith,2017,46,76
DR Smith,2017,49,8
DR Smith,2017,52,55
DS Kulkarni,2008,69,3
DS Kulkarni,2009,147,7
DS Kulkarni,2009,150,2
DS Kulkarni,2009,160,2
DS Kulkarni,2011,287,2
DS Kulkarni,2012,379,10
DS Kulkarni,2014,467,28
DS Kulkarni,2014,487,9
DS Kulkarni,2015,540,1
DS Kulkarni,2015,574,4
DS Kulkarni,2016,585,6
DS Kulkarni,2016,604,6
DS Kulkarni,2016,620,3
DS Kulkarni,2016,633,10
DS Kulkarni,2016,635,3
DS Kulkarni,2017,6,1
DS Lehmann,2008,62,1
DS Lehmann,2008,65,19
DT Christian,2011,236,26
DT Christian,2011,240,25
DT Christian,2011,245,0
DT Christian,2011,249,31
DT Christian,2011,253,8
DT Christian,2011,260,21
DT Christian,2011,265,10
DT Christian,2011,272,1
DT Christian,2011,275,1
DT Christian,2011,279,29
DT Christian,2011,286,10
DT Christian,2011,292,20
DT Christian,2011,295,14
DT Christian,2012,313,2
DT Christian,2012,316,42
DT Christian,2012,323,20
DT Christian,2012,328,30
DT Christian,2012,346,5
DT Christian,2012,352,28
DT Christian,2012,366,25
DT Christian,2013,383,5
DT Christian,2013,396,2
DT Christian,2017,4,17
DT Christian,2017,17,1
DT Christian,2017,28,10
DT Christian,2017,29,19
DT Christian,2017,38,17
DT Christian,2017,40,9
DT Christian,2017,43,4
DT Christian,2017,51,3
DT Christian,2017,59,4
DT Patil,2008,84,4
DT Patil,2008,101,9
DW Steyn,2008,74,1
DW Steyn,2008,84,1
DW Steyn,2009,122,0
DW Steyn,2010,197,12
DW Steyn,2010,220,0
DW Steyn,2010,226,0
DW Steyn,2010,231,5
DW Steyn,2011,236,7
DW Steyn,2011,240,14
DW Steyn,2011,249,1
DW Steyn,2011,260,9
DW Steyn,2011,286,11
DW Steyn,2012,313,5
DW Steyn,2012,316,2
DW Steyn,2012,323,2
DW Steyn,2012,337,7
DW Steyn,2012,346,3
DW Steyn,2013,388,3
DW Steyn,2013,394,9
DW Steyn,2013,402,4
DW Steyn,2013,416,19
DW Steyn,2013,435,14
DW Steyn,2013,440,2
DW Steyn,2013,449,0
DW Steyn,2013,455,4
DW Steyn,2014,466,12
DW Steyn,2014,487,9
DW Steyn,2014,500,1
DW Steyn,2015,541,0
DW Steyn,2015,555,1
DW Steyn,2015,572,19
DW Steyn,2016,591,1
EJG Morgan,2010,178,10
EJG Morgan,2010,188,7
EJG Morgan,2010,192,1
EJG Morgan,2010,197,18
EJG Morgan,2011,235,6
EJG Morgan,2011,255,14
EJG Morgan,2011,258,6
EJG Morgan,2011,266,0
EJG Morgan,2011,270,28
EJG Morgan,2011,275,17
EJG Morgan,2011,278,68
EJG Morgan,2011,281,8
EJG Morgan,2011,291,2
EJG Morgan,2013,382,17
EJG Morgan,2013,389,56
EJG Morgan,2013,392,3
EJG Morgan,2013,397,51
EJG Morgan,2013,400,49
EJG Morgan,2013,406,2
EJG Morgan,2013,413,33
EJG Morgan,2013,415,48
EJG Morgan,2013,418,36
EJG Morgan,2013,424,10
EJG Morgan,2013,434,10
EJG Morgan,2013,437,15
EJG Morgan,2013,453,9
EJG Morgan,2015,529,27
EJG Morgan,2015,531,1
EJG Morgan,2015,551,32
EJG Morgan,2015,555,5
EJG Morgan,2015,558,66
EJG Morgan,2015,561,22
EJG Morgan,2015,564,17
EJG Morgan,2015,568,11
EJG Morgan,2015,572,10
EJG Morgan,2016,580,23
EJG Morgan,2016,584,53
EJG Morgan,2016,588,11
EJG Morgan,2016,594,25
EJG Morgan,2016,598,0
EJG Morgan,2016,628,14
EJG Morgan,2017,15,22
EJG Morgan,2017,19,13
EJG Morgan,2017,32,27
EJG Morgan,2017,54,4
ER Dwivedi,2016,633,23
ER Dwivedi,2016,635,6
F Behardien,2016,615,9
F Behardien,2016,626,0
F Behardien,2016,629,5
F du Plessis,2012,308,4
F du Plessis,2012,313,39
F du Plessis,2012,318,16
F du Plessis,2012,320,71
F du Plessis,2012,324,45
F du Plessis,2012,332,59
F du Plessis,2012,334,74
F du Plessis,2012,343,29
F du Plessis,2012,347,3
F du Plessis,2012,352,44
F du Plessis,2012,355,10
F du Plessis,2012,368,13
F du Plessis,2014,465,24
F du Plessis,2014,467,7
F du Plessis,2014,470,21
F du Plessis,2014,474,0
F du Plessis,2014,486,52
F du Plessis,2014,490,31
F du Plessis,2014,494,40
F du Plessis,2014,504,23
F du Plessis,2014,507,19
F du Plessis,2014,510,55
F du Plessis,2014,515,38
F du Plessis,2014,516,0
F du Plessis,2015,519,33
F du Plessis,2015,527,21
F du Plessis,2015,530,11
F du Plessis,2015,533,1
F du Plessis,2015,538,34
F du Plessis,2015,547,33
F du Plessis,2015,551,35
F du Plessis,2015,554,24
F du Plessis,2015,559,17
F du Plessis,2015,563,30
F du Plessis,2015,565,29
F du Plessis,2015,569,57
F du Plessis,2015,573,46
F du Plessis,2015,575,23
F du Plessis,2015,576,1
F du Plessis,2016,577,37
F du Plessis,2016,582,70
F du Plessis,2016,586,75
F du Plessis,2016,592,2
F du Plessis,2016,596,4
F du Plessis,2016,598,35
F du Plessis,2017,9,8
FH Edwards,2009,124,3
FH Edwards,2009,128,1
FY Fazal,2010,187,33
FY Fazal,2010,193,49
FY Fazal,2010,195,13
FY Fazal,2010,198,17
FY Fazal,2010,203,0
FY Fazal,2010,206,5
FY Fazal,2010,210,42
FY Fazal,2010,219,15
FY Fazal,2010,227,13
FY Fazal,2011,251,3
FY Fazal,2011,294,17
G Gambhir,2008,62,61
G Gambhir,2008,66,12
G Gambhir,2008,73,18
G Gambhir,2008,76,88
G Gambhir,2008,79,50
G Gambhir,2008,82,1
G Gambhir,2008,87,83
G Gambhir,2008,93,32
G Gambhir,2008,95,10
G Gambhir,2008,98,83
G Gambhir,2008,100,45
G Gambhir,2008,104,49
G Gambhir,2008,109,19
G Gambhir,2008,115,15
G Gambhir,2009,120,17
G Gambhir,2009,125,0
G Gambhir,2009,129,16
G Gambhir,2009,133,8
G Gambhir,2009,136,18
G Gambhir,2009,141,14
G Gambhir,2009,146,73
G Gambhir,2009,150,20
G Gambhir,2009,154,23
G Gambhir,2009,158,21
G Gambhir,2009,161,8
G Gambhir,2009,165,8
G Gambhir,2009,167,27
G Gambhir,2009,170,47
G Gambhir,2009,172,0
G Gambhir,2010,177,77
G Gambhir,2010,180,9
G Gambhir,2010,200,1
G Gambhir,2010,203,47
G Gambhir,2010,209,1
G Gambhir,2010,213,48
G Gambhir,2010,218,33
G Gambhir,2010,221,17
G Gambhir,2010,224,62
G Gambhir,2010,229,4
G Gambhir,2011,235,1
G Gambhir,2011,240,30
G Gambhir,2011,246,76
G Gambhir,2011,251,43
G Gambhir,2011,255,3
G Gambhir,2011,258,52
G Gambhir,2011,266,19
G Gambhir,2011,270,55
G Gambhir,2011,275,36
G Gambhir,2011,278,0
G Gambhir,2011,281,16
G Gambhir,2011,291,7
G Gambhir,2011,298,58
G Gambhir,2011,303,10
G Gambhir,2011,305,6
G Gambhir,2012,309,16
G Gambhir,2012,314,0
G Gambhir,2012,317,64
G Gambhir,2012,322,12
G Gambhir,2012,325,22
G Gambhir,2012,330,67
G Gambhir,2012,337,33
G Gambhir,2012,344,96
G Gambhir,2012,347,70
G Gambhir,2012,353,65
G Gambhir,2012,357,37
G Gambhir,2012,363,0
G Gambhir,2012,368,62
G Gambhir,2012,370,29
G Gambhir,2012,375,10
G Gambhir,2012,378,32
G Gambhir,2012,381,2
G Gambhir,2013,382,42
G Gambhir,2013,389,23
G Gambhir,2013,392,61
G Gambhir,2013,397,56
G Gambhir,2013,400,64
G Gambhir,2013,406,27
G Gambhir,2013,413,26
G Gambhir,2013,415,8
G Gambhir,2013,418,14
G Gambhir,2013,427,14
G Gambhir,2013,434,0
G Gambhir,2013,437,57
G Gambhir,2013,441,16
G Gambhir,2013,445,18
G Gambhir,2013,453,12
G Gambhir,2014,458,1
G Gambhir,2014,463,1
G Gambhir,2014,468,0
G Gambhir,2014,472,1
G Gambhir,2014,476,49
G Gambhir,2014,478,8
G Gambhir,2014,482,55
G Gambhir,2014,485,76
G Gambhir,2014,491,65
G Gambhir,2014,497,16
G Gambhir,2014,500,6
G Gambhir,2014,504,21
G Gambhir,2014,506,4
G Gambhir,2014,511,30
G Gambhir,2014,514,1
G Gambhir,2014,517,25
G Gambhir,2015,518,60
G Gambhir,2015,522,61
G Gambhir,2015,527,20
G Gambhir,2015,532,12
G Gambhir,2015,535,61
G Gambhir,2015,537,6
G Gambhir,2015,545,13
G Gambhir,2015,547,0
G Gambhir,2015,550,14
G Gambhir,2015,555,35
G Gambhir,2015,560,24
G Gambhir,2015,567,39
G Gambhir,2015,570,1
G Gambhir,2016,578,42
G Gambhir,2016,581,68
G Gambhir,2016,584,92
G Gambhir,2016,589,36
G Gambhir,2016,596,11
G Gambhir,2016,600,60
G Gambhir,2016,602,6
G Gambhir,2016,606,42
G Gambhir,2016,608,54
G Gambhir,2016,614,5
G Gambhir,2016,621,0
G Gambhir,2016,624,51
G Gambhir,2016,627,8
G Gambhir,2016,631,17
G Gambhir,2016,634,28
G Gambhir,2017,3,82
G Gambhir,2017,7,19
G Gambhir,2017,11,80
G Gambhir,2017,14,17
G Gambhir,2017,18,15
G Gambhir,2017,23,34
G Gambhir,2017,27,15
G Gambhir,2017,29,65
G Gambhir,2017,31,72
G Gambhir,2017,36,11
G Gambhir,2017,40,29
G Gambhir,2017,45,14
G Gambhir,2017,48,9
G Gambhir,2017,53,22
G Gambhir,2017,57,34
G Gambhir,2017,58,13
GB Hogg,2012,319,2
GB Hogg,2012,338,13
GB Hogg,2015,547,2
GB Hogg,2015,560,5
GC Smith,2008,68,73
GC Smith,2008,70,50
GC Smith,2008,78,2
GC Smith,2008,83,51
GC Smith,2008,86,5
GC Smith,2008,89,41
GC Smith,2008,93,31
GC Smith,2008,101,89
GC Smith,2008,105,24
GC Smith,2008,110,93
GC Smith,2008,115,26
GC Smith,2009,119,3
GC Smith,2009,126,17
GC Smith,2009,130,4
GC Smith,2009,133,47
GC Smith,2009,137,2
GC Smith,2009,140,0
GC Smith,2009,145,79
GC Smith,2009,148,20
GC Smith,2009,152,32
GC Smith,2009,155,1
GC Smith,2009,160,19
GC Smith,2009,165,1
GC Smith,2010,176,26
GC Smith,2010,180,19
GC Smith,2011,239,0
GC Smith,2011,244,27
GC Smith,2011,250,12
GC Smith,2011,277,6
GD McGrath,2008,82,0
GD McGrath,2008,115,4
GH Vihari,2013,384,11
GH Vihari,2013,388,47
GH Vihari,2013,394,17
GH Vihari,2013,397,1
GH Vihari,2013,402,2
GH Vihari,2013,405,46
GH Vihari,2013,414,2
GH Vihari,2013,416,4
GH Vihari,2013,423,26
GH Vihari,2013,428,13
GH Vihari,2013,432,4
GH Vihari,2013,435,3
GH Vihari,2013,440,5
GH Vihari,2013,444,42
GH Vihari,2013,449,21
GH Vihari,2013,453,13
GH Vihari,2013,455,1
GH Vihari,2015,541,17
GH Vihari,2015,544,9
GH Vihari,2015,551,8
GH Vihari,2015,555,7
GJ Bailey,2009,166,36
GJ Bailey,2009,169,15
GJ Bailey,2010,192,22
GJ Bailey,2014,460,17
GJ Bailey,2014,466,10
GJ Bailey,2014,472,11
GJ Bailey,2014,475,17
GJ Bailey,2014,479,15
GJ Bailey,2014,486,41
GJ Bailey,2014,488,1
GJ Bailey,2014,491,12
GJ Bailey,2014,496,35
GJ Bailey,2014,502,6
GJ Bailey,2014,505,39
GJ Bailey,2014,509,29
GJ Bailey,2014,512,1
GJ Bailey,2014,514,26
GJ Bailey,2014,516,1
GJ Bailey,2014,517,1
GJ Bailey,2015,520,26
GJ Bailey,2015,524,63
GJ Bailey,2015,528,19
GJ Bailey,2015,532,61
GJ Bailey,2015,542,1
GJ Bailey,2015,544,24
GJ Bailey,2015,548,18
GJ Bailey,2015,552,22
GJ Bailey,2015,557,2
GJ Bailey,2015,564,6
GJ Bailey,2015,566,13
GJ Bailey,2015,569,12
GJ Bailey,2016,611,1
GJ Bailey,2016,616,35
GJ Bailey,2016,621,33
GJ Bailey,2016,625,12
GJ Bailey,2016,629,9
GJ Maxwell,2012,309,5
GJ Maxwell,2012,312,3
GJ Maxwell,2013,439,13
GJ Maxwell,2013,447,23
GJ Maxwell,2013,450,0
GJ Maxwell,2014,460,101
GJ Maxwell,2014,464,93
GJ Maxwell,2014,466,97
GJ Maxwell,2014,472,17
GJ Maxwell,2014,475,6
GJ Maxwell,2014,479,50
GJ Maxwell,2014,486,94
GJ Maxwell,2014,488,26
GJ Maxwell,2014,491,14
GJ Maxwell,2014,496,45
GJ Maxwell,2014,502,17
GJ Maxwell,2014,505,2
GJ Maxwell,2014,512,1
GJ Maxwell,2014,514,7
GJ Maxwell,2014,516,15
GJ Maxwell,2014,517,0
GJ Maxwell,2015,520,7
GJ Maxwell,2015,524,6
GJ Maxwell,2015,528,15
GJ Maxwell,2015,532,39
GJ Maxwell,2015,536,2
GJ Maxwell,2015,552,12
GJ Maxwell,2015,557,1
GJ Maxwell,2015,560,45
GJ Maxwell,2015,564,11
GJ Maxwell,2015,566,10
GJ Maxwell,2015,569,6
GJ Maxwell,2016,579,2
GJ Maxwell,2016,583,0
GJ Maxwell,2016,586,32
GJ Maxwell,2016,589,6
GJ Maxwell,2016,594,1
GJ Maxwell,2016,597,57
GJ Maxwell,2016,604,0
GJ Maxwell,2016,608,72
GJ Maxwell,2016,612,17
GJ Maxwell,2016,619,1
GJ Maxwell,2017,4,49
GJ Maxwell,2017,8,46
GJ Maxwell,2017,11,25
GJ Maxwell,2017,15,0
GJ Maxwell,2017,19,10
GJ Maxwell,2017,22,43
GJ Maxwell,2017,26,31
GJ Maxwell,2017,32,0
GJ Maxwell,2017,42,15
GJ Maxwell,2017,46,20
GJ Maxwell,2017,48,47
GJ Maxwell,2017,50,48
GJ Maxwell,2017,54,1
GR Napier,2009,138,15
Gurkeerat Singh,2012,354,25
Gurkeerat Singh,2012,366,33
Gurkeerat Singh,2012,369,8
Gurkeerat Singh,2012,374,27
Gurkeerat Singh,2013,391,37
Gurkeerat Singh,2013,398,10
Gurkeerat Singh,2013,400,0
Gurkeerat Singh,2013,405,18
Gurkeerat Singh,2013,415,29
Gurkeerat Singh,2013,421,2
Gurkeerat Singh,2013,425,0
Gurkeerat Singh,2013,448,21
Gurkeerat Singh,2013,450,0
Gurkeerat Singh,2015,532,11
Gurkeerat Singh,2015,560,6
Gurkeerat Singh,2015,564,3
Gurkeerat Singh,2015,566,2
Gurkeerat Singh,2015,569,16
Gurkeerat Singh,2016,604,0
Gurkeerat Singh,2016,608,12
Gurkeerat Singh,2016,619,6
Gurkeerat Singh,2016,622,27
Gurkeerat Singh,2016,626,18
Gurkeerat Singh,2016,629,51
H Das,2008,102,2
HH Gibbs,2008,77,8
HH Gibbs,2008,80,54
HH Gibbs,2008,85,10
HH Gibbs,2008,89,19
HH Gibbs,2008,92,6
HH Gibbs,2008,98,23
HH Gibbs,2008,108,47
HH Gibbs,2008,111,5
HH Gibbs,2008,114,9
HH Gibbs,2009,121,45
HH Gibbs,2009,124,13
HH Gibbs,2009,128,62
HH Gibbs,2009,131,75
HH Gibbs,2009,136,0
HH Gibbs,2009,140,9
HH Gibbs,2009,144,1
HH Gibbs,2009,147,2
HH Gibbs,2009,151,13
HH Gibbs,2009,163,28
HH Gibbs,2009,164,26
HH Gibbs,2009,171,70
HH Gibbs,2009,172,1
HH Gibbs,2009,174,57
HH Gibbs,2010,175,21
HH Gibbs,2010,179,51
HH Gibbs,2010,186,23
HH Gibbs,2010,189,31
HH Gibbs,2010,195,28
HH Gibbs,2010,199,29
HH Gibbs,2010,204,55
HH Gibbs,2010,207,17
HH Gibbs,2010,220,12
HH Gibbs,2010,232,19
HH Gibbs,2012,363,67
HH Gibbs,2012,367,4
HH Gibbs,2012,370,15
HH Pandya,2015,534,17
HH Pandya,2015,539,0
HH Pandya,2015,556,7
HH Pandya,2015,559,22
HH Pandya,2015,562,8
HH Pandya,2015,567,67
HH Pandya,2015,573,1
HH Pandya,2015,576,0
HH Pandya,2016,577,14
HH Pandya,2016,581,14
HH Pandya,2016,585,2
HH Pandya,2016,588,2
HH Pandya,2016,590,2
HH Pandya,2016,593,2
HH Pandya,2016,597,4
HH Pandya,2016,613,7
HH Pandya,2016,630,8
HH Pandya,2017,2,38
HH Pandya,2017,7,31
HH Pandya,2017,10,2
HH Pandya,2017,12,10
HH Pandya,2017,16,7
HH Pandya,2017,22,15
HH Pandya,2017,24,25
HH Pandya,2017,28,15
HH Pandya,2017,34,4
HH Pandya,2017,37,15
HH Pandya,2017,44,33
HH Pandya,2017,47,16
HH Pandya,2017,50,31
HH Pandya,2017,53,2
HH Pandya,2017,56,14
HH Pandya,2017,59,10
HM Amla,2016,612,1
HM Amla,2016,615,21
HM Amla,2016,619,0
HM Amla,2016,622,99
HM Amla,2016,626,9
HM Amla,2016,629,34
HM Amla,2017,4,28
HM Amla,2017,8,60
HM Amla,2017,11,27
HM Amla,2017,15,19
HM Amla,2017,19,0
HM Amla,2017,22,111
HM Amla,2017,26,67
HM Amla,2017,35,18
HM Amla,2017,42,1
HM Amla,2017,46,105
HV Patel,2012,312,0
HV Patel,2012,317,12
HV Patel,2012,376,5
HV Patel,2014,481,1
HV Patel,2014,484,6
HV Patel,2014,488,6
HV Patel,2015,522,9
HV Patel,2015,525,3
HV Patel,2015,538,0
HV Patel,2015,546,7
HV Patel,2015,554,0
HV Patel,2015,575,3
Harbhajan Singh,2008,63,2
Harbhajan Singh,2008,67,28
Harbhajan Singh,2008,69,0
Harbhajan Singh,2009,118,4
Harbhajan Singh,2009,128,21
Harbhajan Singh,2009,132,18
Harbhajan Singh,2009,135,6
Harbhajan Singh,2009,138,7
Harbhajan Singh,2009,147,0
Harbhajan Singh,2009,150,10
Harbhajan Singh,2009,160,9
Harbhajan Singh,2009,162,1
Harbhajan Singh,2009,170,15
Harbhajan Singh,2010,176,9
Harbhajan Singh,2010,188,4
Harbhajan Singh,2010,199,51
Harbhajan Singh,2010,201,1
Harbhajan Singh,2010,211,39
Harbhajan Singh,2010,215,10
Harbhajan Singh,2010,234,1
Harbhajan Singh,2011,267,10
Harbhajan Singh,2011,277,9
Harbhajan Singh,2011,287,12
Harbhajan Singh,2011,292,18
Harbhajan Singh,2011,299,1
Harbhajan Singh,2011,303,37
Harbhajan Singh,2011,305,11
Harbhajan Singh,2011,306,13
Harbhajan Singh,2012,310,16
Harbhajan Singh,2012,319,18
Harbhajan Singh,2012,327,36
Harbhajan Singh,2012,336,4
Harbhajan Singh,2012,340,0
Harbhajan Singh,2012,342,16
Harbhajan Singh,2012,351,0
Harbhajan Singh,2012,355,0
Harbhajan Singh,2012,360,20
Harbhajan Singh,2012,370,1
Harbhajan Singh,2012,379,1
Harbhajan Singh,2013,383,1
Harbhajan Singh,2013,386,23
Harbhajan Singh,2013,390,1
Harbhajan Singh,2013,403,1
Harbhajan Singh,2013,413,7
Harbhajan Singh,2013,417,16
Harbhajan Singh,2013,430,25
Harbhajan Singh,2013,439,4
Harbhajan Singh,2013,447,15
Harbhajan Singh,2013,450,5
Harbhajan Singh,2013,454,0
Harbhajan Singh,2013,456,6
Harbhajan Singh,2013,457,15
Harbhajan Singh,2014,458,0
Harbhajan Singh,2014,462,8
Harbhajan Singh,2014,470,0
Harbhajan Singh,2014,473,11
Harbhajan Singh,2014,477,2
Harbhajan Singh,2014,508,2
Harbhajan Singh,2014,515,7
Harbhajan Singh,2015,524,68
Harbhajan Singh,2015,530,25
Harbhajan Singh,2015,534,0
Harbhajan Singh,2015,539,10
Harbhajan Singh,2015,541,0
Harbhajan Singh,2015,556,5
Harbhajan Singh,2015,562,3
Harbhajan Singh,2015,573,9
Harbhajan Singh,2015,576,10
Harbhajan Singh,2016,577,46
Harbhajan Singh,2016,585,8
Harbhajan Singh,2016,588,2
Harbhajan Singh,2016,593,0
Harbhajan Singh,2016,613,25
Harbhajan Singh,2016,619,14
Harbhajan Singh,2016,630,4
Harbhajan Singh,2017,7,1
Harbhajan Singh,2017,10,3
Harbhajan Singh,2017,24,2
Harbhajan Singh,2017,28,7
Harbhajan Singh,2017,34,0
Harbhajan Singh,2017,47,4
Harbhajan Singh,2017,50,2
Harmeet Singh,2010,232,0
Harmeet Singh,2012,311,1
Harmeet Singh,2012,325,14
Harmeet Singh,2013,440,3
Harpreet Singh,2011,268,1
Harpreet Singh,2011,271,13
Harpreet Singh,2012,375,6
I Malhotra,2011,279,7
I Sharma,2008,71,4
I Sharma,2008,78,1
I Sharma,2008,99,5
I Sharma,2008,105,2
I Sharma,2008,112,0
I Sharma,2009,121,10
I Sharma,2009,126,1
I Sharma,2009,132,6
I Sharma,2010,182,6
I Sharma,2010,217,0
I Sharma,2011,236,1
I Sharma,2011,240,1
I Sharma,2011,260,1
I Sharma,2011,272,1
I Sharma,2017,19,3
I Sharma,2017,32,5
I Sharma,2017,54,1
IC Pandey,2013,411,0
IK Pathan,2008,61,3
IK Pathan,2008,65,12
IK Pathan,2008,69,6
IK Pathan,2008,73,12
IK Pathan,2008,81,33
IK Pathan,2008,84,19
IK Pathan,2008,91,40
IK Pathan,2008,106,11
IK Pathan,2008,112,7
IK Pathan,2008,116,3
IK Pathan,2009,120,6
IK Pathan,2009,123,32
IK Pathan,2009,130,42
IK Pathan,2009,135,13
IK Pathan,2009,139,17
IK Pathan,2009,142,19
IK Pathan,2009,145,24
IK Pathan,2009,151,14
IK Pathan,2009,157,0
IK Pathan,2009,161,23
IK Pathan,2009,164,17
IK Pathan,2009,169,15
IK Pathan,2010,177,21
IK Pathan,2010,181,3
IK Pathan,2010,186,70
IK Pathan,2010,190,39
IK Pathan,2010,193,1
IK Pathan,2010,196,22
IK Pathan,2010,201,18
IK Pathan,2010,205,17
IK Pathan,2010,212,24
IK Pathan,2010,215,15
IK Pathan,2010,218,13
IK Pathan,2010,225,1
IK Pathan,2010,228,45
IK Pathan,2011,238,0
IK Pathan,2011,241,11
IK Pathan,2011,250,14
IK Pathan,2011,253,6
IK Pathan,2011,263,16
IK Pathan,2011,266,9
IK Pathan,2011,269,17
IK Pathan,2011,274,5
IK Pathan,2011,279,14
IK Pathan,2011,282,25
IK Pathan,2011,289,48
IK Pathan,2011,293,4
IK Pathan,2012,309,42
IK Pathan,2012,312,26
IK Pathan,2012,323,7
IK Pathan,2012,335,16
IK Pathan,2012,342,0
IK Pathan,2012,345,8
IK Pathan,2012,357,37
IK Pathan,2012,364,17
IK Pathan,2012,369,19
IK Pathan,2012,372,4
IK Pathan,2012,374,7
IK Pathan,2012,378,6
IK Pathan,2013,382,4
IK Pathan,2013,385,1
IK Pathan,2013,390,10
IK Pathan,2013,394,26
IK Pathan,2013,401,30
IK Pathan,2013,404,2
IK Pathan,2013,412,1
IK Pathan,2013,419,4
IK Pathan,2013,428,13
IK Pathan,2013,438,24
IK Pathan,2013,443,15
IK Pathan,2013,446,4
IK Pathan,2013,451,25
IK Pathan,2014,466,6
IK Pathan,2014,477,1
IK Pathan,2014,481,5
IK Pathan,2014,487,23
IK Pathan,2014,496,1
IK Pathan,2014,500,25
IK Pathan,2016,586,2
IK Pathan,2016,621,9
IK Pathan,2016,629,2
IK Pathan,2017,34,2
IR Jaggi,2011,236,29
IR Jaggi,2011,240,3
IR Jaggi,2012,337,3
IR Jaggi,2012,341,11
IR Jaggi,2012,346,2
IR Jaggi,2017,57,6
IR Jaggi,2017,58,30
Imran Tahir,2014,498,4
Imran Tahir,2014,512,4
Imran Tahir,2015,519,2
Imran Tahir,2015,543,3
Imran Tahir,2016,623,5
Imran Tahir,2017,9,0
Iqbal Abdulla,2008,95,1
Iqbal Abdulla,2010,222,1
Iqbal Abdulla,2011,235,3
Iqbal Abdulla,2011,255,12
Iqbal Abdulla,2012,309,1
Iqbal Abdulla,2012,314,1
Iqbal Abdulla,2013,434,7
Iqbal Abdulla,2013,453,2
Iqbal Abdulla,2015,534,24
Iqbal Abdulla,2015,554,0
Iqbal Abdulla,2016,633,35
Iqbal Abdulla,2016,636,5
Iqbal Abdulla,2017,5,5
Ishan Kishan,2016,579,12
Ishan Kishan,2016,599,3
Ishan Kishan,2016,601,0
Ishan Kishan,2016,604,27
Ishan Kishan,2016,607,2
Ishan Kishan,2017,16,11
Ishan Kishan,2017,20,40
Ishan Kishan,2017,23,4
Ishan Kishan,2017,30,16
Ishan Kishan,2017,34,51
Ishan Kishan,2017,38,32
Ishan Kishan,2017,41,5
Ishan Kishan,2017,46,30
Ishan Kishan,2017,49,37
Ishan Kishan,2017,52,63
J Arunkumar,2008,88,23
J Arunkumar,2008,94,2
