player,season,match_id,no.of runs
J Arunkumar,2008,101,0
J Botha,2009,160,2
J Botha,2009,165,43
J Botha,2009,168,8
J Botha,2011,236,67
J Botha,2011,241,40
J Botha,2011,246,14
J Botha,2011,261,14
J Botha,2011,267,45
J Botha,2011,271,13
J Botha,2011,276,8
J Botha,2011,285,15
J Botha,2011,288,20
J Botha,2012,319,2
J Botha,2012,322,7
J Botha,2012,328,14
J Botha,2012,354,14
J Botha,2012,361,13
J Botha,2012,365,7
J Botha,2012,373,3
J Botha,2013,382,7
J Botha,2013,385,2
J Botha,2013,394,9
J Botha,2013,428,1
J Botha,2013,443,1
J Botha,2013,446,23
J Botha,2015,545,17
J Botha,2015,555,12
J Botha,2015,560,3
J Suchith,2015,524,34
J Suchith,2015,526,2
J Suchith,2015,541,10
J Suchith,2015,562,4
J Suchith,2015,573,1
J Syed Mohammad,2011,263,13
J Syed Mohammad,2011,307,3
J Syed Mohammad,2012,356,4
J Syed Mohammad,2013,401,1
J Syed Mohammad,2013,417,9
J Theron,2010,190,1
J Theron,2010,193,2
J Theron,2012,359,7
J Theron,2015,549,1
J Yadav,2016,609,3
J Yadav,2016,632,5
JA Morkel,2008,79,28
JA Morkel,2008,83,42
JA Morkel,2008,85,30
JA Morkel,2008,87,31
JA Morkel,2008,91,7
JA Morkel,2008,96,10
JA Morkel,2008,107,1
JA Morkel,2008,110,73
JA Morkel,2008,114,12
JA Morkel,2008,117,17
JA Morkel,2009,122,5
JA Morkel,2009,125,14
JA Morkel,2009,131,13
JA Morkel,2009,137,4
JA Morkel,2009,141,6
JA Morkel,2009,144,4
JA Morkel,2009,149,2
JA Morkel,2009,159,9
JA Morkel,2009,166,22
JA Morkel,2009,173,23
JA Morkel,2010,179,44
JA Morkel,2010,185,0
JA Morkel,2010,190,15
JA Morkel,2010,192,20
JA Morkel,2010,198,28
JA Morkel,2010,202,2
JA Morkel,2010,206,66
JA Morkel,2010,224,1
JA Morkel,2010,228,15
JA Morkel,2010,232,4
JA Morkel,2010,234,15
JA Morkel,2011,235,15
JA Morkel,2011,248,9
JA Morkel,2011,252,9
JA Morkel,2011,257,5
JA Morkel,2011,262,1
JA Morkel,2011,272,20
JA Morkel,2011,281,32
JA Morkel,2011,285,7
JA Morkel,2011,297,14
JA Morkel,2011,302,6
JA Morkel,2011,304,28
JA Morkel,2011,307,2
JA Morkel,2012,308,5
JA Morkel,2012,313,5
JA Morkel,2012,318,3
JA Morkel,2012,320,28
JA Morkel,2012,324,3
JA Morkel,2012,343,8
JA Morkel,2012,347,13
JA Morkel,2012,352,14
JA Morkel,2012,355,3
JA Morkel,2012,361,18
JA Morkel,2012,371,14
JA Morkel,2012,380,0
JA Morkel,2013,399,13
JA Morkel,2013,425,23
JA Morkel,2013,457,10
JA Morkel,2014,468,6
JA Morkel,2014,471,8
JA Morkel,2014,475,16
JA Morkel,2014,488,16
JA Morkel,2014,492,1
JA Morkel,2015,519,77
JA Morkel,2015,545,6
JA Morkel,2015,565,8
JA Morkel,2016,596,17
JC Buttler,2016,577,0
JC Buttler,2016,581,41
JC Buttler,2016,585,18
JC Buttler,2016,588,11
JC Buttler,2016,590,28
JC Buttler,2016,593,2
JC Buttler,2016,597,25
JC Buttler,2016,600,15
JC Buttler,2016,605,29
JC Buttler,2016,613,2
JC Buttler,2016,617,31
JC Buttler,2016,619,9
JC Buttler,2016,623,19
JC Buttler,2016,630,34
JC Buttler,2017,2,38
JC Buttler,2017,7,32
JC Buttler,2017,10,15
JC Buttler,2017,12,2
JC Buttler,2017,16,28
JC Buttler,2017,22,79
JC Buttler,2017,24,35
JC Buttler,2017,28,17
JC Buttler,2017,34,10
JC Buttler,2017,37,34
JD Ryder,2009,119,0
JD Ryder,2009,124,0
JD Ryder,2009,127,32
JD Ryder,2009,139,2
JD Ryder,2009,156,23
JD Ryder,2011,239,32
JD Ryder,2011,244,18
JD Ryder,2011,250,63
JD Ryder,2011,254,14
JD Ryder,2011,262,17
JD Ryder,2011,264,20
JD Ryder,2011,268,52
JD Ryder,2011,271,18
JD Ryder,2011,277,0
JD Ryder,2011,284,16
JD Ryder,2011,286,36
JD Ryder,2011,295,18
JD Ryder,2011,298,1
JD Ryder,2012,315,10
JD Ryder,2012,321,8
JD Ryder,2012,324,73
JD Ryder,2012,329,34
JD Ryder,2012,332,9
JD Ryder,2012,335,89
JD Ryder,2012,339,0
JD Ryder,2012,341,7
JD Ryder,2012,351,9
JD Ryder,2012,365,1
JD Ryder,2012,375,28
JD Unadkat,2013,388,1
JD Unadkat,2013,441,1
JD Unadkat,2014,465,1
JD Unadkat,2014,512,0
JD Unadkat,2017,17,3
JDP Oram,2008,61,14
JDP Oram,2008,67,5
JDP Oram,2009,118,8
JDP Oram,2009,131,42
JDP Oram,2009,137,2
JDP Oram,2009,141,3
JDP Oram,2009,152,1
JDP Oram,2009,159,7
JDP Oram,2009,169,19
JDP Oram,2009,173,9
JDP Oram,2011,294,0
JDS Neesham,2014,463,11
JDS Neesham,2014,465,22
JDS Neesham,2014,512,12
JE Taylor,2011,262,3
JE Taylor,2011,264,1
JEC Franklin,2011,254,6
JEC Franklin,2011,299,11
JEC Franklin,2011,303,46
JEC Franklin,2011,305,31
JEC Franklin,2011,306,17
JEC Franklin,2012,308,26
JEC Franklin,2012,310,35
JEC Franklin,2012,316,8
JEC Franklin,2012,319,2
JEC Franklin,2012,336,79
JEC Franklin,2012,340,23
JEC Franklin,2012,346,15
JEC Franklin,2012,351,27
JEC Franklin,2012,355,1
JEC Franklin,2012,360,1
JEC Franklin,2012,379,14
JH Kallis,2008,60,9
JH Kallis,2008,63,25
JH Kallis,2008,70,11
JH Kallis,2008,74,14
JH Kallis,2008,76,61
JH Kallis,2008,80,31
JH Kallis,2008,84,0
JH Kallis,2008,101,22
JH Kallis,2008,104,32
JH Kallis,2008,107,5
JH Kallis,2008,111,7
JH Kallis,2009,122,26
JH Kallis,2009,124,15
JH Kallis,2009,127,64
JH Kallis,2009,129,0
JH Kallis,2009,134,26
JH Kallis,2009,139,30
JH Kallis,2009,143,73
JH Kallis,2009,148,12
JH Kallis,2009,153,12
JH Kallis,2009,156,36
JH Kallis,2009,159,1
JH Kallis,2009,167,59
JH Kallis,2009,171,5
JH Kallis,2009,173,9
JH Kallis,2009,174,17
JH Kallis,2010,178,67
JH Kallis,2010,181,97
JH Kallis,2010,184,51
JH Kallis,2010,188,67
JH Kallis,2010,192,20
JH Kallis,2010,197,32
JH Kallis,2010,202,56
JH Kallis,2010,205,9
JH Kallis,2010,209,55
JH Kallis,2010,214,74
JH Kallis,2010,217,8
JH Kallis,2010,220,30
JH Kallis,2010,223,0
JH Kallis,2010,226,14
JH Kallis,2010,231,11
JH Kallis,2010,233,21
JH Kallis,2011,235,60
JH Kallis,2011,240,57
JH Kallis,2011,246,81
JH Kallis,2011,251,0
JH Kallis,2011,255,6
JH Kallis,2011,258,47
JH Kallis,2011,266,11
JH Kallis,2011,270,1
JH Kallis,2011,275,30
JH Kallis,2011,278,46
JH Kallis,2011,281,21
JH Kallis,2011,291,17
JH Kallis,2011,303,62
JH Kallis,2011,305,7
JH Kallis,2012,309,4
JH Kallis,2012,314,6
JH Kallis,2012,317,25
JH Kallis,2012,322,31
JH Kallis,2012,325,1
JH Kallis,2012,330,30
JH Kallis,2012,337,24
JH Kallis,2012,344,41
JH Kallis,2012,347,32
JH Kallis,2012,353,1
JH Kallis,2012,357,33
JH Kallis,2012,363,80
JH Kallis,2012,368,4
JH Kallis,2012,370,0
JH Kallis,2012,375,14
JH Kallis,2012,378,31
JH Kallis,2012,381,72
JH Kallis,2013,382,24
JH Kallis,2013,389,1
JH Kallis,2013,392,16
JH Kallis,2013,397,41
JH Kallis,2013,400,1
JH Kallis,2013,413,37
JH Kallis,2013,415,41
JH Kallis,2013,418,19
JH Kallis,2013,424,13
JH Kallis,2013,427,33
JH Kallis,2013,434,24
JH Kallis,2013,437,2
JH Kallis,2013,441,43
JH Kallis,2013,445,4
JH Kallis,2013,453,25
JH Kallis,2014,458,72
JH Kallis,2014,463,1
JH Kallis,2014,468,44
JH Kallis,2014,472,9
JH Kallis,2014,476,14
JH Kallis,2014,478,4
JH Kallis,2014,485,10
JJ Bumrah,2014,462,1
JJ Bumrah,2014,508,1
JJ Bumrah,2016,613,6
JJ Bumrah,2016,619,2
JJ Bumrah,2017,34,0
JJ Bumrah,2017,56,16
JJ Roy,2017,3,15
JJ Roy,2017,6,31
JJ Roy,2017,16,14
JJ van der Wath,2011,245,0
JJ van der Wath,2011,248,15
JJ van der Wath,2011,296,4
JM Kemp,2010,179,22
JM Kemp,2010,185,5
JO Holder,2014,511,16
JO Holder,2016,602,0
JO Holder,2016,627,14
JO Holder,2016,631,3
JO Holder,2016,634,8
JP Duminy,2009,118,9
JP Duminy,2009,128,52
JP Duminy,2009,132,19
JP Duminy,2009,135,63
JP Duminy,2009,138,56
JP Duminy,2009,143,1
JP Duminy,2009,147,53
JP Duminy,2009,150,0
JP Duminy,2009,153,60
JP Duminy,2009,160,5
JP Duminy,2009,162,65
JP Duminy,2009,170,9
JP Duminy,2010,215,36
JP Duminy,2010,219,35
JP Duminy,2010,221,22
JP Duminy,2010,226,42
JP Duminy,2010,230,19
JP Duminy,2010,231,3
JP Duminy,2010,234,6
JP Duminy,2011,236,14
JP Duminy,2011,240,6
JP Duminy,2011,245,22
JP Duminy,2011,249,19
JP Duminy,2011,272,17
JP Duminy,2011,279,58
JP Duminy,2011,286,30
JP Duminy,2011,292,8
JP Duminy,2011,295,24
JP Duminy,2011,300,12
JP Duminy,2012,323,4
JP Duminy,2012,328,61
JP Duminy,2012,331,13
JP Duminy,2012,337,16
JP Duminy,2012,341,30
JP Duminy,2012,346,27
JP Duminy,2012,348,4
JP Duminy,2012,373,28
JP Duminy,2012,376,74
JP Duminy,2014,459,73
JP Duminy,2014,463,56
JP Duminy,2014,465,15
JP Duminy,2014,469,22
JP Duminy,2014,473,20
JP Duminy,2014,480,39
JP Duminy,2014,483,28
JP Duminy,2014,485,41
JP Duminy,2014,489,4
JP Duminy,2014,495,49
JP Duminy,2014,498,8
JP Duminy,2014,502,18
JP Duminy,2014,508,47
JP Duminy,2014,512,8
JP Duminy,2015,519,5
JP Duminy,2015,523,48
JP Duminy,2015,528,22
JP Duminy,2015,531,58
JP Duminy,2015,535,5
JP Duminy,2015,539,82
JP Duminy,2015,543,15
JP Duminy,2015,545,26
JP Duminy,2015,553,57
JP Duminy,2015,556,29
JP Duminy,2015,561,13
JP Duminy,2015,565,6
JP Duminy,2015,571,70
JP Duminy,2016,587,8
JP Duminy,2016,593,51
JP Duminy,2016,599,49
JP Duminy,2016,607,13
JP Duminy,2016,609,35
JP Duminy,2016,623,10
JP Duminy,2016,625,14
JP Duminy,2016,628,17
JP Faulkner,2012,311,11
JP Faulkner,2012,315,4
JP Faulkner,2013,393,19
JP Faulkner,2013,407,3
JP Faulkner,2013,420,1
JP Faulkner,2013,427,1
JP Faulkner,2013,431,3
JP Faulkner,2013,442,1
JP Faulkner,2013,447,12
JP Faulkner,2013,449,6
JP Faulkner,2013,455,11
JP Faulkner,2014,461,8
JP Faulkner,2014,464,9
JP Faulkner,2014,467,4
JP Faulkner,2014,476,2
JP Faulkner,2014,482,1
JP Faulkner,2014,487,4
JP Faulkner,2014,492,43
JP Faulkner,2014,494,1
JP Faulkner,2014,498,24
JP Faulkner,2014,501,33
JP Faulkner,2014,509,35
JP Faulkner,2014,513,25
JP Faulkner,2015,520,50
JP Faulkner,2015,523,17
JP Faulkner,2015,526,6
JP Faulkner,2015,529,7
JP Faulkner,2015,536,3
JP Faulkner,2015,540,4
JP Faulkner,2015,553,9
JP Faulkner,2015,558,31
JP Faulkner,2015,563,17
JP Faulkner,2015,570,6
JP Faulkner,2015,574,5
JP Faulkner,2016,585,8
JP Faulkner,2016,599,22
JP Faulkner,2016,601,10
JP Faulkner,2016,604,33
JP Faulkner,2016,607,7
JP Faulkner,2017,23,4
JP Faulkner,2017,34,24
JP Faulkner,2017,38,6
JP Faulkner,2017,41,2
JP Faulkner,2017,49,14
JP Faulkner,2017,52,8
JR Hopes,2008,61,72
JR Hopes,2008,65,16
JR Hopes,2008,81,18
JR Hopes,2008,84,6
JR Hopes,2008,91,14
JR Hopes,2008,94,27
JR Hopes,2008,97,51
JR Hopes,2008,100,5
JR Hopes,2008,106,0
JR Hopes,2008,112,18
JR Hopes,2008,116,2
JR Hopes,2011,250,13
JR Hopes,2011,253,17
JR Hopes,2011,263,57
JR Hopes,2011,266,28
JR Hopes,2011,279,17
JR Hopes,2011,282,57
JR Hopes,2011,289,8
JR Hopes,2011,293,7
Jaskaran Singh,2010,175,4
Jaskaran Singh,2010,186,3
Jaskaran Singh,2010,199,1
Jaskaran Singh,2010,207,0
Joginder Sharma,2008,83,0
Joginder Sharma,2008,85,16
Joginder Sharma,2009,118,16
Joginder Sharma,2009,125,4
Joginder Sharma,2011,257,0
K Goel,2008,61,25
K Goel,2008,65,26
K Goel,2008,69,19
K Goel,2008,73,1
K Goel,2008,81,7
K Goel,2008,91,1
K Goel,2009,120,42
K Goel,2009,123,0
K Goel,2009,127,22
K Goel,2009,135,12
K Goel,2009,139,20
K Goel,2009,145,1
K Goel,2009,149,16
K Goel,2009,157,23
K Goel,2010,196,18
K Goel,2010,201,1
K Rabada,2017,24,48
K Rabada,2017,35,12
K Rabada,2017,44,0
K Upadhyay,2012,362,11
K Upadhyay,2013,437,1
KA Pollard,2010,183,11
KA Pollard,2010,188,22
KA Pollard,2010,191,7
KA Pollard,2010,194,20
KA Pollard,2010,199,1
KA Pollard,2010,201,22
KA Pollard,2010,207,21
KA Pollard,2010,211,5
KA Pollard,2010,215,20
KA Pollard,2010,219,26
KA Pollard,2010,221,45
KA Pollard,2010,226,23
KA Pollard,2010,231,34
KA Pollard,2010,234,27
KA Pollard,2011,257,1
KA Pollard,2011,260,0
KA Pollard,2011,267,7
KA Pollard,2011,273,21
KA Pollard,2011,277,36
KA Pollard,2011,282,10
KA Pollard,2011,287,19
KA Pollard,2011,292,25
KA Pollard,2011,299,20
KA Pollard,2011,303,19
KA Pollard,2011,305,3
KA Pollard,2011,306,3
KA Pollard,2012,310,8
KA Pollard,2012,316,24
KA Pollard,2012,319,67
KA Pollard,2012,327,2
KA Pollard,2012,336,7
KA Pollard,2012,340,5
KA Pollard,2012,342,16
KA Pollard,2012,360,21
KA Pollard,2012,367,55
KA Pollard,2012,370,8
KA Pollard,2012,379,19
KA Pollard,2013,383,5
KA Pollard,2013,386,60
KA Pollard,2013,390,15
KA Pollard,2013,395,20
KA Pollard,2013,403,1
KA Pollard,2013,408,19
KA Pollard,2013,413,33
KA Pollard,2013,417,35
KA Pollard,2013,421,24
KA Pollard,2013,423,14
KA Pollard,2013,430,1
KA Pollard,2013,434,4
KA Pollard,2013,444,68
KA Pollard,2013,447,20
KA Pollard,2013,450,24
KA Pollard,2013,454,25
KA Pollard,2013,456,11
KA Pollard,2013,457,60
KA Pollard,2014,458,7
KA Pollard,2014,462,3
KA Pollard,2014,470,12
KA Pollard,2014,473,34
KA Pollard,2014,477,80
KA Pollard,2014,479,29
KA Pollard,2014,484,45
KA Pollard,2014,490,0
KA Pollard,2014,493,6
KA Pollard,2014,497,10
KA Pollard,2014,501,17
KA Pollard,2014,505,8
KA Pollard,2014,508,11
KA Pollard,2014,513,7
KA Pollard,2014,515,14
KA Pollard,2015,524,21
KA Pollard,2015,526,71
KA Pollard,2015,530,66
KA Pollard,2015,534,5
KA Pollard,2015,539,10
KA Pollard,2015,541,37
KA Pollard,2015,549,27
KA Pollard,2015,552,8
KA Pollard,2015,556,28
KA Pollard,2015,559,1
KA Pollard,2015,562,50
KA Pollard,2015,567,35
KA Pollard,2015,573,43
KA Pollard,2015,576,36
KA Pollard,2016,577,7
KA Pollard,2016,581,1
KA Pollard,2016,585,1
KA Pollard,2016,590,41
KA Pollard,2016,593,22
KA Pollard,2016,597,10
KA Pollard,2016,600,54
KA Pollard,2016,613,13
KA Pollard,2016,617,39
KA Pollard,2016,619,31
KA Pollard,2016,623,3
KA Pollard,2016,630,11
KA Pollard,2017,2,27
KA Pollard,2017,7,17
KA Pollard,2017,10,13
KA Pollard,2017,12,73
KA Pollard,2017,16,41
KA Pollard,2017,24,30
KA Pollard,2017,28,10
KA Pollard,2017,34,25
KA Pollard,2017,37,18
KA Pollard,2017,44,67
KA Pollard,2017,47,9
KA Pollard,2017,50,52
KA Pollard,2017,53,13
KA Pollard,2017,56,7
KA Pollard,2017,58,12
KA Pollard,2017,59,7
KAJ Roach,2010,199,10
KB Arun Karthik,2010,198,4
KB Arun Karthik,2011,291,1
KB Arun Karthik,2011,296,10
KB Arun Karthik,2013,383,26
KB Arun Karthik,2013,388,1
KB Arun Karthik,2013,396,5
KB Arun Karthik,2013,401,5
KB Arun Karthik,2013,417,12
KC Cariappa,2016,604,1
KC Cariappa,2016,626,12
KC Cariappa,2017,15,1
KC Cariappa,2017,19,1
KC Sangakkara,2008,61,60
KC Sangakkara,2008,65,20
KC Sangakkara,2008,69,96
KC Sangakkara,2008,73,4
KC Sangakkara,2008,77,3
KC Sangakkara,2008,81,31
KC Sangakkara,2008,108,51
KC Sangakkara,2008,112,67
KC Sangakkara,2008,116,3
KC Sangakkara,2009,120,8
KC Sangakkara,2009,123,26
KC Sangakkara,2009,127,26
KC Sangakkara,2009,130,62
KC Sangakkara,2009,135,51
KC Sangakkara,2009,139,22
KC Sangakkara,2009,142,0
KC Sangakkara,2009,145,15
KC Sangakkara,2009,151,26
KC Sangakkara,2009,157,13
KC Sangakkara,2009,161,46
KC Sangakkara,2009,164,57
KC Sangakkara,2009,169,7
KC Sangakkara,2010,177,18
KC Sangakkara,2010,186,0
KC Sangakkara,2010,190,15
KC Sangakkara,2010,193,30
KC Sangakkara,2010,196,30
KC Sangakkara,2010,205,45
KC Sangakkara,2010,208,38
KC Sangakkara,2010,212,10
KC Sangakkara,2010,215,56
KC Sangakkara,2010,218,34
KC Sangakkara,2010,225,53
KC Sangakkara,2010,228,33
KC Sangakkara,2011,236,0
KC Sangakkara,2011,240,17
KC Sangakkara,2011,245,37
KC Sangakkara,2011,249,35
KC Sangakkara,2011,253,52
KC Sangakkara,2011,260,39
KC Sangakkara,2011,265,69
KC Sangakkara,2011,272,15
KC Sangakkara,2011,275,0
KC Sangakkara,2011,279,47
KC Sangakkara,2011,286,12
KC Sangakkara,2011,292,27
KC Sangakkara,2011,295,25
KC Sangakkara,2012,316,15
KC Sangakkara,2012,323,1
KC Sangakkara,2012,328,52
KC Sangakkara,2012,331,4
KC Sangakkara,2012,337,13
KC Sangakkara,2012,341,13
KC Sangakkara,2012,348,92
KC Sangakkara,2012,352,2
KC Sangakkara,2012,356,11
KC Sangakkara,2012,359,4
KC Sangakkara,2012,366,1
KC Sangakkara,2012,376,16
KC Sangakkara,2013,384,15
KC Sangakkara,2013,388,19
KC Sangakkara,2013,394,29
KC Sangakkara,2013,397,2
KC Sangakkara,2013,416,4
KC Sangakkara,2013,423,21
KC Sangakkara,2013,428,8
KC Sangakkara,2013,432,23
KC Sangakkara,2013,435,4
KD Karthik,2008,73,24
KD Karthik,2008,76,2
KD Karthik,2008,82,29
KD Karthik,2008,87,6
KD Karthik,2008,93,15
KD Karthik,2008,104,6
KD Karthik,2008,109,58
KD Karthik,2008,115,12
KD Karthik,2009,125,19
KD Karthik,2009,129,13
KD Karthik,2009,133,4
KD Karthik,2009,136,44
KD Karthik,2009,141,53
KD Karthik,2009,150,5
KD Karthik,2009,154,18
KD Karthik,2009,158,50
KD Karthik,2009,161,32
KD Karthik,2009,165,23
KD Karthik,2009,167,32
KD Karthik,2009,170,0
KD Karthik,2009,172,10
KD Karthik,2010,177,20
KD Karthik,2010,180,25
KD Karthik,2010,183,17
KD Karthik,2010,185,20
KD Karthik,2010,189,46
KD Karthik,2010,197,18
KD Karthik,2010,200,0
KD Karthik,2010,203,75
KD Karthik,2010,209,6
KD Karthik,2010,213,21
KD Karthik,2010,218,18
KD Karthik,2010,221,13
KD Karthik,2010,224,19
KD Karthik,2010,229,1
KD Karthik,2011,239,0
KD Karthik,2011,243,21
KD Karthik,2011,249,3
KD Karthik,2011,256,23
KD Karthik,2011,259,7
KD Karthik,2011,270,42
KD Karthik,2011,273,1
KD Karthik,2011,280,20
KD Karthik,2011,284,32
KD Karthik,2011,287,33
KD Karthik,2011,290,69
KD Karthik,2011,293,30
KD Karthik,2011,300,12
KD Karthik,2012,310,34
KD Karthik,2012,316,8
KD Karthik,2012,319,0
KD Karthik,2012,327,3
KD Karthik,2012,336,35
KD Karthik,2012,340,3
KD Karthik,2012,342,40
KD Karthik,2012,346,2
KD Karthik,2012,351,19
KD Karthik,2012,355,11
KD Karthik,2012,360,48
KD Karthik,2012,367,17
KD Karthik,2012,370,22
KD Karthik,2012,379,6
KD Karthik,2013,383,61
KD Karthik,2013,386,38
KD Karthik,2013,390,91
KD Karthik,2013,395,41
KD Karthik,2013,403,34
KD Karthik,2013,408,2
KD Karthik,2013,413,7
KD Karthik,2013,417,44
KD Karthik,2013,421,27
KD Karthik,2013,423,0
KD Karthik,2013,430,23
KD Karthik,2013,434,36
KD Karthik,2013,439,17
KD Karthik,2013,444,32
KD Karthik,2013,447,25
KD Karthik,2013,450,0
KD Karthik,2013,454,11
KD Karthik,2013,456,23
KD Karthik,2013,457,24
KD Karthik,2014,459,0
KD Karthik,2014,463,57
KD Karthik,2014,465,21
KD Karthik,2014,469,15
KD Karthik,2014,473,2
KD Karthik,2014,480,14
KD Karthik,2014,483,51
KD Karthik,2014,485,38
KD Karthik,2014,489,39
KD Karthik,2014,495,1
KD Karthik,2014,498,3
KD Karthik,2014,502,71
KD Karthik,2014,508,7
KD Karthik,2014,512,13
KD Karthik,2015,522,6
KD Karthik,2015,525,10
KD Karthik,2015,534,19
KD Karthik,2015,538,10
KD Karthik,2015,546,28
KD Karthik,2015,554,24
KD Karthik,2015,557,8
KD Karthik,2015,566,4
KD Karthik,2015,568,2
KD Karthik,2015,574,8
KD Karthik,2015,575,30
KD Karthik,2016,579,41
KD Karthik,2016,585,10
KD Karthik,2016,591,9
KD Karthik,2016,595,52
KD Karthik,2016,599,19
KD Karthik,2016,601,34
KD Karthik,2016,604,3
KD Karthik,2016,607,53
KD Karthik,2016,610,0
KD Karthik,2016,614,51
KD Karthik,2016,620,2
KD Karthik,2016,627,12
KD Karthik,2016,630,3
KD Karthik,2016,633,29
KD Karthik,2016,635,26
KD Karthik,2017,3,48
KD Karthik,2017,6,30
KD Karthik,2017,13,3
KD Karthik,2017,16,56
KD Karthik,2017,20,1
KD Karthik,2017,23,3
KD Karthik,2017,26,60
KD Karthik,2017,34,4
KD Karthik,2017,38,32
KD Karthik,2017,41,67
KD Karthik,2017,46,35
KD Karthik,2017,49,41
KD Karthik,2017,52,0
KH Pandya,2016,585,21
KH Pandya,2016,588,51
KH Pandya,2016,593,36
KH Pandya,2016,600,6
KH Pandya,2016,613,17
KH Pandya,2016,619,19
KH Pandya,2016,623,87
KH Pandya,2016,630,4
KH Pandya,2017,2,5
KH Pandya,2017,7,11
KH Pandya,2017,10,37
KH Pandya,2017,12,44
KH Pandya,2017,24,18
KH Pandya,2017,34,29
KH Pandya,2017,37,2
KH Pandya,2017,53,1
KH Pandya,2017,56,16
KH Pandya,2017,58,45
KH Pandya,2017,59,52
KJ Abbott,2016,589,12
KJ Abbott,2016,626,0
KJ Abbott,2016,629,1
KK Cooper,2012,311,11
KK Cooper,2012,314,6
KK Cooper,2012,319,14
KK Cooper,2012,338,8
KK Cooper,2013,385,2
KK Cooper,2013,389,0
KK Cooper,2013,447,7
KK Cooper,2013,449,26
KK Cooper,2013,456,4
KK Cooper,2014,498,36
KK Cooper,2014,501,6
KK Cooper,2014,509,2
KK Nair,2013,383,0
KK Nair,2013,388,9
KK Nair,2014,471,8
KK Nair,2014,476,2
KK Nair,2014,480,74
KK Nair,2014,482,46
KK Nair,2014,487,12
KK Nair,2014,492,57
KK Nair,2014,494,8
KK Nair,2014,498,19
KK Nair,2014,501,50
KK Nair,2014,509,11
KK Nair,2014,513,51
KK Nair,2015,520,9
KK Nair,2015,523,20
KK Nair,2015,529,1
KK Nair,2015,533,1
KK Nair,2015,536,26
KK Nair,2015,540,16
KK Nair,2015,549,8
KK Nair,2015,553,62
KK Nair,2015,558,6
KK Nair,2015,563,11
KK Nair,2015,570,16
KK Nair,2015,574,12
KK Nair,2016,578,4
KK Nair,2016,587,59
KK Nair,2016,593,5
KK Nair,2016,599,9
KK Nair,2016,602,70
KK Nair,2016,609,33
KK Nair,2016,612,27
KK Nair,2016,618,20
KK Nair,2016,623,8
KK Nair,2016,625,41
KK Nair,2016,628,86
KK Nair,2016,632,11
KK Nair,2017,5,4
KK Nair,2017,15,0
KK Nair,2017,18,21
KK Nair,2017,21,34
KK Nair,2017,24,5
KK Nair,2017,31,21
KK Nair,2017,35,11
KK Nair,2017,39,39
KK Nair,2017,41,14
KK Nair,2017,44,22
KK Nair,2017,49,30
KK Nair,2017,51,66
KK Nair,2017,55,30
KL Rahul,2013,401,12
KL Rahul,2013,429,8
KL Rahul,2014,461,21
KL Rahul,2014,466,31
KL Rahul,2014,474,25
KL Rahul,2014,477,47
KL Rahul,2014,481,6
KL Rahul,2014,487,18
KL Rahul,2014,493,10
KL Rahul,2014,500,14
KL Rahul,2015,521,5
KL Rahul,2015,525,54
KL Rahul,2015,529,2
KL Rahul,2015,531,24
KL Rahul,2015,537,1
KL Rahul,2015,541,26
KL Rahul,2015,564,17
KL Rahul,2015,572,27
KL Rahul,2016,590,24
KL Rahul,2016,592,7
KL Rahul,2016,595,53
KL Rahul,2016,603,52
KL Rahul,2016,606,53
KL Rahul,2016,611,42
KL Rahul,2016,615,43
KL Rahul,2016,617,74
KL Rahul,2016,626,18
KL Rahul,2016,632,38
KL Rahul,2016,633,0
KL Rahul,2016,636,11
KM Jadhav,2010,197,53
KM Jadhav,2010,200,4
KM Jadhav,2010,203,10
KM Jadhav,2010,209,8
KM Jadhav,2010,213,5
KM Jadhav,2011,255,12
KM Jadhav,2011,261,5
KM Jadhav,2011,265,0
KM Jadhav,2011,297,1
KM Jadhav,2013,390,1
KM Jadhav,2013,394,31
KM Jadhav,2013,401,29
KM Jadhav,2013,404,31
KM Jadhav,2013,419,26
KM Jadhav,2013,428,3
KM Jadhav,2013,433,25
KM Jadhav,2013,438,8
KM Jadhav,2013,443,1
KM Jadhav,2013,446,2
KM Jadhav,2014,473,14
KM Jadhav,2014,480,29
KM Jadhav,2014,483,31
KM Jadhav,2014,485,30
KM Jadhav,2014,489,5
KM Jadhav,2014,495,39
KM Jadhav,2014,498,3
KM Jadhav,2014,502,0
KM Jadhav,2014,508,8
KM Jadhav,2014,512,0
KM Jadhav,2015,519,20
KM Jadhav,2015,528,3
KM Jadhav,2015,531,20
KM Jadhav,2015,535,14
KM Jadhav,2015,539,1
KM Jadhav,2015,543,35
KM Jadhav,2015,545,10
KM Jadhav,2015,553,12
KM Jadhav,2015,556,16
KM Jadhav,2015,561,63
KM Jadhav,2015,565,1
KM Jadhav,2015,571,0
KM Jadhav,2016,580,9
KM Jadhav,2016,587,11
KM Jadhav,2016,603,26
KM Jadhav,2017,1,34
KM Jadhav,2017,5,71
KM Jadhav,2017,8,1
KM Jadhav,2017,12,10
KM Jadhav,2017,17,20
KM Jadhav,2017,20,38
KM Jadhav,2017,27,11
KM Jadhav,2017,30,31
KM Jadhav,2017,33,8
KM Jadhav,2017,37,29
KM Jadhav,2017,42,6
KM Jadhav,2017,45,8
KM Jadhav,2017,55,14
KMDN Kulasekara,2012,343,6
KP Appanna,2009,139,1
KP Appanna,2010,209,1
KP Appanna,2010,220,1
