player,season,match_id,no. of runs,no. of overs,no. of balls,strike rate
MK Tiwary,2012,347,13,5,30,0.43333333333333335
MK Tiwary,2012,353,6,1,6,1.0
MK Tiwary,2012,357,12,3,18,0.6666666666666666
MK Tiwary,2012,363,28,8,48,0.5833333333333334
MK Tiwary,2012,368,12,6,36,0.3333333333333333
MK Tiwary,2012,370,44,14,84,0.5238095238095238
MK Tiwary,2012,375,8,4,24,0.3333333333333333
MK Tiwary,2012,381,9,1,6,1.5
MK Tiwary,2013,382,23,8,48,0.4791666666666667
MK Tiwary,2013,389,14,5,30,0.4666666666666667
MK Tiwary,2013,392,23,6,36,0.6388888888888888
MK Tiwary,2013,400,2,3,18,0.1111111111111111
MK Tiwary,2013,406,14,7,42,0.3333333333333333
MK Tiwary,2013,413,34,12,72,0.4722222222222222
MK Tiwary,2013,437,18,4,24,0.75
MK Tiwary,2013,441,24,8,48,0.5
MK Tiwary,2013,445,0,2,12,0.0
MK Tiwary,2014,459,1,2,12,0.08333333333333333
MK Tiwary,2014,463,8,2,12,0.6666666666666666
MK Tiwary,2014,465,0,1,6,0.0
MK Tiwary,2014,469,23,4,24,0.9583333333333334
MK Tiwary,2014,498,65,14,84,0.7738095238095238
MK Tiwary,2014,502,10,3,18,0.5555555555555556
MK Tiwary,2014,508,43,11,66,0.6515151515151515
MK Tiwary,2014,512,9,4,24,0.375
MK Tiwary,2015,535,34,10,60,0.5666666666666667
MK Tiwary,2015,545,27,9,54,0.5
MK Tiwary,2017,4,40,9,54,0.7407407407407407
MK Tiwary,2017,13,32,11,66,0.48484848484848486
MK Tiwary,2017,17,28,3,18,1.5555555555555556
MK Tiwary,2017,25,17,4,24,0.7083333333333334
MK Tiwary,2017,28,22,4,24,0.9166666666666666
MK Tiwary,2017,29,1,1,6,0.16666666666666666
MK Tiwary,2017,33,46,12,72,0.6388888888888888
MK Tiwary,2017,38,1,1,6,0.16666666666666666
MK Tiwary,2017,40,8,3,18,0.4444444444444444
MK Tiwary,2017,43,9,3,18,0.5
MK Tiwary,2017,51,66,15,90,0.7333333333333333
MK Tiwary,2017,56,60,17,102,0.5882352941176471
MK Tiwary,2017,59,8,4,24,0.3333333333333333
ML Hayden,2008,61,27,6,36,0.75
ML Hayden,2008,67,89,16,96,0.9270833333333334
ML Hayden,2008,71,80,16,96,0.8333333333333334
ML Hayden,2008,74,15,4,24,0.625
ML Hayden,2009,118,44,11,66,0.6666666666666666
ML Hayden,2009,122,75,10,60,1.25
ML Hayden,2009,125,62,8,48,1.2916666666666667
ML Hayden,2009,131,52,12,72,0.7222222222222222
ML Hayden,2009,137,1,2,12,0.08333333333333333
ML Hayden,2009,141,31,6,36,0.8611111111111112
ML Hayden,2009,144,46,7,42,1.0952380952380953
ML Hayden,2009,149,94,15,90,1.0444444444444445
ML Hayden,2009,152,52,13,78,0.6666666666666666
ML Hayden,2009,159,63,13,78,0.8076923076923077
ML Hayden,2009,162,80,19,114,0.7017543859649122
ML Hayden,2009,173,26,6,36,0.7222222222222222
ML Hayden,2010,179,17,4,24,0.7083333333333334
ML Hayden,2010,182,1,3,18,0.05555555555555555
ML Hayden,2010,185,97,14,84,1.1547619047619047
ML Hayden,2010,190,36,9,54,0.6666666666666666
ML Hayden,2010,192,36,9,54,0.6666666666666666
ML Hayden,2010,194,23,4,24,0.9583333333333334
ML Hayden,2010,198,19,4,24,0.7916666666666666
ML Hayden,2010,202,14,5,30,0.4666666666666667
ML Hayden,2010,206,34,6,36,0.9444444444444444
ML Hayden,2010,211,38,13,78,0.48717948717948717
ML Hayden,2010,216,20,5,30,0.6666666666666666
ML Hayden,2010,222,0,1,6,0.0
ML Hayden,2010,224,1,2,12,0.08333333333333333
ML Hayden,2010,228,5,3,18,0.2777777777777778
ML Hayden,2010,232,9,2,12,0.75
ML Hayden,2010,234,18,9,54,0.3333333333333333
MM Patel,2008,86,0,1,6,0.0
MM Patel,2009,119,0,1,6,0.0
MM Patel,2009,137,0,1,6,0.0
MM Patel,2009,155,5,4,24,0.20833333333333334
MM Patel,2009,165,23,3,18,1.2777777777777777
MM Patel,2009,168,5,3,18,0.2777777777777778
MM Patel,2010,184,1,1,6,0.16666666666666666
MM Patel,2010,187,4,2,12,0.3333333333333333
MM Patel,2011,287,0,1,6,0.0
MM Patel,2012,310,1,1,6,0.16666666666666666
MM Patel,2012,327,1,2,12,0.08333333333333333
MM Patel,2017,52,0,1,6,0.0
MM Sharma,2013,430,0,1,6,0.0
MM Sharma,2013,457,0,1,6,0.0
MM Sharma,2014,516,1,3,18,0.05555555555555555
MM Sharma,2015,519,2,1,6,0.3333333333333333
MM Sharma,2015,527,0,1,6,0.0
MM Sharma,2015,538,2,2,12,0.16666666666666666
MM Sharma,2015,573,3,2,12,0.25
MM Sharma,2015,576,21,2,12,1.75
MM Sharma,2016,583,16,3,18,0.8888888888888888
MM Sharma,2016,589,1,1,6,0.16666666666666666
MM Sharma,2016,604,1,1,6,0.16666666666666666
MM Sharma,2016,608,1,1,6,0.16666666666666666
MM Sharma,2016,626,15,4,24,0.625
MM Sharma,2017,11,10,3,18,0.5555555555555556
MM Sharma,2017,15,13,6,36,0.3611111111111111
MM Sharma,2017,19,11,3,18,0.6111111111111112
MM Sharma,2017,26,4,2,12,0.3333333333333333
MM Sharma,2017,32,2,2,12,0.16666666666666666
MM Sharma,2017,42,6,2,12,0.5
MM Sharma,2017,54,6,4,24,0.25
MN Samuels,2012,310,4,2,12,0.3333333333333333
MN Samuels,2012,315,50,11,66,0.7575757575757576
MN Samuels,2012,321,4,4,24,0.16666666666666666
MN Samuels,2012,324,10,5,30,0.3333333333333333
MN Samuels,2012,329,34,7,42,0.8095238095238095
MN Samuels,2012,332,29,8,48,0.6041666666666666
MN Samuels,2012,341,4,5,30,0.13333333333333333
MN Samuels,2012,348,1,1,6,0.16666666666666666
MN Samuels,2013,384,5,3,18,0.2777777777777778
MN Samuels,2013,387,3,3,18,0.16666666666666666
MN Samuels,2017,44,1,3,18,0.05555555555555555
MN Samuels,2017,49,1,2,12,0.08333333333333333
MN Samuels,2017,51,28,6,36,0.7777777777777778
MN Samuels,2017,55,0,1,6,0.0
MN van Wyk,2009,134,44,12,72,0.6111111111111112
MN van Wyk,2009,138,35,12,72,0.4861111111111111
MN van Wyk,2009,142,20,4,24,0.8333333333333334
MN van Wyk,2009,146,75,18,108,0.6944444444444444
MN van Wyk,2009,154,1,1,6,0.16666666666666666
MP Stoinis,2016,579,35,8,48,0.7291666666666666
MP Stoinis,2016,604,29,7,42,0.6904761904761905
MP Stoinis,2016,608,0,1,6,0.0
MP Stoinis,2016,612,56,14,84,0.6666666666666666
MP Stoinis,2016,615,34,9,54,0.6296296296296297
MP Stoinis,2017,11,10,3,18,0.5555555555555556
MP Stoinis,2017,22,1,2,12,0.08333333333333333
MP Stoinis,2017,26,7,4,24,0.2916666666666667
MR Marsh,2010,225,18,4,24,0.75
MR Marsh,2010,229,13,7,42,0.30952380952380953
MR Marsh,2011,264,12,6,36,0.3333333333333333
MR Marsh,2011,284,2,3,18,0.1111111111111111
MR Marsh,2011,295,37,9,54,0.6851851851851852
MR Marsh,2013,384,7,1,6,1.1666666666666667
MR Marsh,2013,387,16,4,24,0.6666666666666666
MR Marsh,2013,395,38,8,48,0.7916666666666666
MR Marsh,2013,399,3,2,12,0.25
MR Marsh,2013,402,14,5,30,0.4666666666666667
MR Marsh,2013,411,26,11,66,0.3939393939393939
MR Marsh,2013,431,36,6,36,1.0
MR Marsh,2013,437,5,4,24,0.20833333333333334
MR Marsh,2016,582,7,3,18,0.3888888888888889
MS Bisla,2010,177,3,2,12,0.25
MS Bisla,2010,181,82,15,90,0.9111111111111111
MS Bisla,2010,186,0,2,12,0.0
MS Bisla,2010,190,7,3,18,0.3888888888888889
MS Bisla,2010,193,37,4,24,1.5416666666666667
MS Bisla,2010,196,26,8,48,0.5416666666666666
MS Bisla,2010,201,15,4,24,0.625
MS Bisla,2010,205,33,8,48,0.6875
MS Bisla,2010,208,18,5,30,0.6
MS Bisla,2010,212,21,4,24,0.875
MS Bisla,2011,235,27,9,54,0.5
MS Bisla,2011,240,21,8,48,0.4375
MS Bisla,2011,246,3,1,6,0.5
MS Bisla,2011,251,10,6,36,0.2777777777777778
MS Bisla,2011,255,20,4,24,0.8333333333333334
MS Bisla,2012,317,47,8,48,0.9791666666666666
MS Bisla,2012,322,37,10,60,0.6166666666666667
MS Bisla,2012,325,31,11,66,0.4696969696969697
MS Bisla,2012,330,13,5,30,0.43333333333333335
MS Bisla,2012,337,12,4,24,0.5
MS Bisla,2012,363,1,2,12,0.08333333333333333
MS Bisla,2012,381,93,15,90,1.0333333333333334
MS Bisla,2013,382,4,2,12,0.3333333333333333
MS Bisla,2013,389,4,3,18,0.2222222222222222
MS Bisla,2013,392,2,1,6,0.3333333333333333
MS Bisla,2013,397,29,8,48,0.6041666666666666
MS Bisla,2013,400,0,1,6,0.0
MS Bisla,2013,415,52,17,102,0.5098039215686274
MS Bisla,2013,418,108,18,108,1.0
MS Bisla,2013,424,5,2,12,0.4166666666666667
MS Bisla,2013,427,36,8,48,0.75
MS Bisla,2013,434,18,6,36,0.5
MS Bisla,2013,437,12,6,36,0.3333333333333333
MS Bisla,2013,441,0,1,6,0.0
MS Bisla,2013,445,7,2,12,0.5833333333333334
MS Bisla,2013,453,20,5,30,0.6666666666666666
MS Bisla,2014,476,3,4,24,0.125
MS Bisla,2015,534,20,4,24,0.8333333333333334
MS Bisla,2015,538,17,4,24,0.7083333333333334
MS Dhoni,2008,61,2,2,12,0.16666666666666666
MS Dhoni,2008,67,32,5,30,1.0666666666666667
MS Dhoni,2008,71,43,9,54,0.7962962962962963
MS Dhoni,2008,74,66,8,48,1.375
MS Dhoni,2008,79,33,10,60,0.55
MS Dhoni,2008,83,1,3,18,0.05555555555555555
MS Dhoni,2008,85,24,9,54,0.4444444444444444
MS Dhoni,2008,87,35,12,72,0.4861111111111111
MS Dhoni,2008,91,64,13,78,0.8205128205128205
MS Dhoni,2008,96,47,12,72,0.6527777777777778
MS Dhoni,2008,107,4,2,12,0.3333333333333333
MS Dhoni,2008,110,12,3,18,0.6666666666666666
MS Dhoni,2008,114,40,8,48,0.8333333333333334
MS Dhoni,2008,117,30,8,48,0.625
MS Dhoni,2009,118,36,10,60,0.6
MS Dhoni,2009,122,17,6,36,0.4722222222222222
MS Dhoni,2009,125,5,3,18,0.2777777777777778
MS Dhoni,2009,131,24,7,42,0.5714285714285714
MS Dhoni,2009,137,22,7,42,0.5238095238095238
MS Dhoni,2009,141,7,4,24,0.2916666666666667
MS Dhoni,2009,144,60,14,84,0.7142857142857143
MS Dhoni,2009,149,56,7,42,1.3333333333333333
MS Dhoni,2009,159,19,8,48,0.3958333333333333
MS Dhoni,2009,162,24,10,60,0.4
MS Dhoni,2009,166,43,11,66,0.6515151515151515
MS Dhoni,2009,169,2,1,6,0.3333333333333333
MS Dhoni,2009,173,28,11,66,0.42424242424242425
MS Dhoni,2010,179,43,10,60,0.7166666666666667
MS Dhoni,2010,182,67,11,66,1.0151515151515151
MS Dhoni,2010,198,24,8,48,0.5
MS Dhoni,2010,202,15,6,36,0.4166666666666667
MS Dhoni,2010,206,0,1,6,0.0
MS Dhoni,2010,211,31,5,30,1.0333333333333334
MS Dhoni,2010,216,7,4,24,0.2916666666666667
MS Dhoni,2010,224,0,1,6,0.0
MS Dhoni,2010,228,57,11,66,0.8636363636363636
MS Dhoni,2010,232,34,10,60,0.5666666666666667
MS Dhoni,2010,234,22,7,42,0.5238095238095238
MS Dhoni,2011,235,29,8,48,0.6041666666666666
MS Dhoni,2011,243,44,6,36,1.2222222222222223
MS Dhoni,2011,248,22,6,36,0.6111111111111112
MS Dhoni,2011,252,15,4,24,0.625
MS Dhoni,2011,257,3,2,12,0.25
MS Dhoni,2011,262,26,7,42,0.6190476190476191
MS Dhoni,2011,272,23,8,48,0.4791666666666667
MS Dhoni,2011,285,41,6,36,1.1388888888888888
MS Dhoni,2011,289,64,10,60,1.0666666666666667
MS Dhoni,2011,297,9,3,18,0.5
MS Dhoni,2011,302,70,14,84,0.8333333333333334
MS Dhoni,2011,304,29,6,36,0.8055555555555556
MS Dhoni,2011,307,22,5,30,0.7333333333333333
MS Dhoni,2012,308,4,2,12,0.3333333333333333
MS Dhoni,2012,313,8,3,18,0.4444444444444444
MS Dhoni,2012,318,11,8,48,0.22916666666666666
MS Dhoni,2012,320,44,8,48,0.9166666666666666
MS Dhoni,2012,324,27,10,60,0.45
MS Dhoni,2012,332,28,4,24,1.1666666666666667
MS Dhoni,2012,334,15,4,24,0.625
MS Dhoni,2012,343,1,2,12,0.08333333333333333
MS Dhoni,2012,347,36,10,60,0.6
MS Dhoni,2012,352,37,10,60,0.6166666666666667
MS Dhoni,2012,355,26,5,30,0.8666666666666667
MS Dhoni,2012,361,11,5,30,0.36666666666666664
MS Dhoni,2012,368,28,7,42,0.6666666666666666
MS Dhoni,2012,371,6,6,36,0.16666666666666666
MS Dhoni,2012,379,51,7,42,1.2142857142857142
MS Dhoni,2012,380,23,4,24,0.9583333333333334
MS Dhoni,2012,381,15,3,18,0.8333333333333334
MS Dhoni,2013,386,55,10,60,0.9166666666666666
MS Dhoni,2013,396,36,9,54,0.6666666666666666
MS Dhoni,2013,399,10,5,30,0.3333333333333333
MS Dhoni,2013,404,45,8,48,0.9375
MS Dhoni,2013,406,9,3,18,0.5
MS Dhoni,2013,410,23,7,42,0.5476190476190477
MS Dhoni,2013,414,69,10,60,1.15
MS Dhoni,2013,418,20,5,30,0.6666666666666666
MS Dhoni,2013,422,45,5,30,1.5
MS Dhoni,2013,425,2,2,12,0.16666666666666666
MS Dhoni,2013,430,10,5,30,0.3333333333333333
MS Dhoni,2013,435,5,1,6,0.8333333333333334
MS Dhoni,2013,442,2,1,6,0.3333333333333333
MS Dhoni,2013,446,59,11,66,0.8939393939393939
MS Dhoni,2013,452,25,4,24,1.0416666666666667
MS Dhoni,2013,457,67,13,78,0.8589743589743589
MS Dhoni,2014,460,26,4,24,1.0833333333333333
MS Dhoni,2014,465,33,5,30,1.1
MS Dhoni,2014,467,5,4,24,0.20833333333333334
MS Dhoni,2014,470,18,3,18,1.0
MS Dhoni,2014,474,14,6,36,0.3888888888888889
MS Dhoni,2014,478,25,7,42,0.5952380952380952
MS Dhoni,2014,483,12,2,12,1.0
MS Dhoni,2014,486,23,7,42,0.5476190476190477
MS Dhoni,2014,490,26,5,30,0.8666666666666667
MS Dhoni,2014,494,27,6,36,0.75
MS Dhoni,2014,499,7,3,18,0.3888888888888889
MS Dhoni,2014,504,22,4,24,0.9166666666666666
MS Dhoni,2014,507,61,12,72,0.8472222222222222
MS Dhoni,2014,510,53,9,54,0.9814814814814815
MS Dhoni,2014,516,50,8,48,1.0416666666666667
MS Dhoni,2015,519,31,8,48,0.6458333333333334
MS Dhoni,2015,521,53,7,42,1.2619047619047619
MS Dhoni,2015,527,1,2,12,0.08333333333333333
MS Dhoni,2015,530,3,3,18,0.16666666666666666
MS Dhoni,2015,533,32,11,66,0.48484848484848486
MS Dhoni,2015,538,14,7,42,0.3333333333333333
MS Dhoni,2015,542,43,8,48,0.8958333333333334
MS Dhoni,2015,547,7,3,18,0.3888888888888889
MS Dhoni,2015,551,21,6,36,0.5833333333333334
MS Dhoni,2015,554,29,5,30,0.9666666666666667
MS Dhoni,2015,559,39,11,66,0.5909090909090909
MS Dhoni,2015,563,13,3,18,0.7222222222222222
MS Dhoni,2015,565,32,10,60,0.5333333333333333
MS Dhoni,2015,569,25,4,24,1.0416666666666667
MS Dhoni,2015,573,0,1,6,0.0
MS Dhoni,2015,575,29,10,60,0.48333333333333334
MS Dhoni,2015,576,18,5,30,0.6
MS Dhoni,2016,582,23,4,24,0.9583333333333334
MS Dhoni,2016,586,1,2,12,0.08333333333333333
MS Dhoni,2016,592,43,14,84,0.5119047619047619
MS Dhoni,2016,596,27,3,18,1.5
MS Dhoni,2016,598,5,2,12,0.4166666666666667
MS Dhoni,2016,601,32,7,42,0.7619047619047619
MS Dhoni,2016,605,25,8,48,0.5208333333333334
MS Dhoni,2016,609,28,6,36,0.7777777777777778
MS Dhoni,2016,611,10,2,12,0.8333333333333334
MS Dhoni,2016,616,31,7,42,0.7380952380952381
MS Dhoni,2016,621,10,7,42,0.23809523809523808
MS Dhoni,2016,629,68,8,48,1.4166666666666667
MS Dhoni,2017,2,12,5,30,0.4
MS Dhoni,2017,4,7,4,24,0.2916666666666667
MS Dhoni,2017,9,11,6,36,0.3055555555555556
MS Dhoni,2017,13,6,3,18,0.3333333333333333
MS Dhoni,2017,17,30,8,48,0.625
MS Dhoni,2017,25,62,10,60,1.0333333333333334
MS Dhoni,2017,28,7,5,30,0.23333333333333334
MS Dhoni,2017,29,23,5,30,0.7666666666666667
MS Dhoni,2017,33,22,6,36,0.6111111111111112
MS Dhoni,2017,38,30,10,60,0.5
MS Dhoni,2017,40,5,3,18,0.2777777777777778
MS Dhoni,2017,43,34,6,36,0.9444444444444444
MS Dhoni,2017,51,5,2,12,0.4166666666666667
MS Dhoni,2017,56,43,8,48,0.8958333333333334
MS Dhoni,2017,59,10,5,30,0.3333333333333333
MS Gony,2008,83,1,3,18,0.05555555555555555
MS Gony,2008,85,15,2,12,1.25
MS Gony,2008,87,14,2,12,1.1666666666666667
MS Gony,2008,107,5,2,12,0.4166666666666667
MS Gony,2008,110,3,1,6,0.5
MS Gony,2009,125,6,1,6,1.0
MS Gony,2009,169,7,2,12,0.5833333333333334
MS Gony,2010,190,3,2,12,0.25
MS Gony,2011,249,0,1,6,0.0
MS Gony,2011,265,1,1,6,0.16666666666666666
MS Gony,2012,313,4,3,18,0.2222222222222222
MS Gony,2013,400,43,5,30,1.4333333333333333
MS Gony,2013,421,0,1,6,0.0
MS Gony,2013,425,0,1,6,0.0
MS Gony,2013,436,4,2,12,0.3333333333333333
MS Wade,2011,250,3,1,6,0.5
MS Wade,2011,263,8,4,24,0.3333333333333333
MS Wade,2011,301,12,6,36,0.3333333333333333
MV Boucher,2008,60,10,3,18,0.5555555555555556
MV Boucher,2008,63,40,7,42,0.9523809523809523
MV Boucher,2008,70,4,5,30,0.13333333333333333
MV Boucher,2008,74,4,3,18,0.2222222222222222
MV Boucher,2008,76,32,5,30,1.0666666666666667
MV Boucher,2008,88,53,12,72,0.7361111111111112
MV Boucher,2008,90,18,6,36,0.5
MV Boucher,2008,94,40,10,60,0.6666666666666666
MV Boucher,2008,107,17,5,30,0.5666666666666667
MV Boucher,2008,111,16,5,30,0.5333333333333333
MV Boucher,2009,129,37,8,48,0.7708333333333334
MV Boucher,2009,134,26,5,30,0.8666666666666667
MV Boucher,2009,139,2,2,12,0.16666666666666666
MV Boucher,2009,148,6,3,18,0.3333333333333333
MV Boucher,2009,153,52,10,60,0.8666666666666667
MV Boucher,2009,156,15,5,30,0.5
MV Boucher,2009,159,5,2,12,0.4166666666666667
MV Boucher,2009,167,11,4,24,0.4583333333333333
MV Boucher,2009,174,5,2,12,0.4166666666666667
MV Boucher,2010,192,11,4,24,0.4583333333333333
MV Boucher,2010,197,2,2,12,0.16666666666666666
MV Boucher,2011,278,5,1,6,0.8333333333333334
MV Boucher,2011,291,5,1,6,0.8333333333333334
Mandeep Singh,2010,196,4,3,18,0.2222222222222222
Mandeep Singh,2010,200,0,2,12,0.0
Mandeep Singh,2011,284,6,4,24,0.25
Mandeep Singh,2011,287,8,2,12,0.6666666666666666
Mandeep Singh,2011,290,16,4,24,0.6666666666666666
Mandeep Singh,2011,293,11,3,18,0.6111111111111112
Mandeep Singh,2011,300,7,3,18,0.3888888888888889
Mandeep Singh,2012,311,35,8,48,0.7291666666666666
Mandeep Singh,2012,315,27,8,48,0.5625
Mandeep Singh,2012,321,10,3,18,0.5555555555555556
Mandeep Singh,2012,325,40,12,72,0.5555555555555556
Mandeep Singh,2012,330,6,5,30,0.2
Mandeep Singh,2012,333,21,6,36,0.5833333333333334
Mandeep Singh,2012,336,24,8,48,0.5
Mandeep Singh,2012,340,22,6,36,0.6111111111111112
Mandeep Singh,2012,343,59,16,96,0.6145833333333334
Mandeep Singh,2012,350,45,9,54,0.8333333333333334
Mandeep Singh,2012,354,7,2,12,0.5833333333333334
Mandeep Singh,2012,359,78,16,96,0.8125
Mandeep Singh,2012,366,28,8,48,0.5833333333333334
Mandeep Singh,2012,369,22,5,30,0.7333333333333333
Mandeep Singh,2012,371,25,7,42,0.5952380952380952
Mandeep Singh,2012,374,0,1,6,0.0
Mandeep Singh,2013,387,32,9,54,0.5925925925925926
Mandeep Singh,2013,391,10,3,18,0.5555555555555556
Mandeep Singh,2013,398,6,2,12,0.5
Mandeep Singh,2013,400,42,9,54,0.7777777777777778
Mandeep Singh,2013,405,11,3,18,0.6111111111111112
Mandeep Singh,2013,409,78,19,114,0.6842105263157895
Mandeep Singh,2013,415,26,6,36,0.7222222222222222
Mandeep Singh,2013,421,10,2,12,0.8333333333333334
Mandeep Singh,2013,425,16,6,36,0.4444444444444444
Mandeep Singh,2013,436,0,1,6,0.0
Mandeep Singh,2013,440,0,1,6,0.0
Mandeep Singh,2013,443,26,5,30,0.8666666666666667
Mandeep Singh,2013,448,16,5,30,0.5333333333333333
Mandeep Singh,2013,450,1,2,12,0.08333333333333333
Mandeep Singh,2014,486,3,3,18,0.16666666666666666
Mandeep Singh,2014,488,26,6,36,0.7222222222222222
Mandeep Singh,2014,491,0,1,6,0.0
Mandeep Singh,2015,522,6,1,6,1.0
Mandeep Singh,2015,525,0,1,6,0.0
Mandeep Singh,2015,546,29,9,54,0.5370370370370371
Mandeep Singh,2015,550,45,6,36,1.25
Mandeep Singh,2015,566,21,5,30,0.7
Mandeep Singh,2015,568,1,3,18,0.05555555555555555
Mandeep Singh,2015,574,57,13,78,0.7307692307692307
Mandeep Singh,2015,575,4,3,18,0.2222222222222222
Mandeep Singh,2017,1,24,5,30,0.8
Mandeep Singh,2017,5,12,3,18,0.6666666666666666
Mandeep Singh,2017,8,28,9,54,0.5185185185185185
Mandeep Singh,2017,12,0,1,6,0.0
Mandeep Singh,2017,17,0,2,12,0.0
Mandeep Singh,2017,27,1,2,12,0.08333333333333333
Mandeep Singh,2017,30,12,8,48,0.25
Mandeep Singh,2017,37,17,4,24,0.7083333333333334
Mandeep Singh,2017,42,46,11,66,0.696969696969697
Mandeep Singh,2017,45,53,15,90,0.5888888888888889
Mashrafe Mortaza,2009,163,2,1,6,0.3333333333333333
Misbah-ul-Haq,2008,80,36,9,54,0.6666666666666666
Misbah-ul-Haq,2008,84,13,4,24,0.5416666666666666
Misbah-ul-Haq,2008,90,0,1,6,0.0
Misbah-ul-Haq,2008,94,21,3,18,1.1666666666666667
Misbah-ul-Haq,2008,101,0,1,6,0.0
Misbah-ul-Haq,2008,104,47,9,54,0.8703703703703703
Misbah-ul-Haq,2008,107,4,2,12,0.3333333333333333
Misbah-ul-Haq,2008,111,3,3,18,0.16666666666666666
Mohammad Ashraful,2009,170,5,3,18,0.2777777777777778
Mohammad Asif,2008,82,0,1,6,0.0
Mohammad Asif,2008,115,3,4,24,0.125
Mohammad Hafeez,2008,60,5,2,12,0.4166666666666667
Mohammad Hafeez,2008,64,14,4,24,0.5833333333333334
Mohammad Hafeez,2008,71,17,8,48,0.3541666666666667
Mohammad Hafeez,2008,75,2,2,12,0.16666666666666666
Mohammad Hafeez,2008,81,13,4,24,0.5416666666666666
Mohammad Hafeez,2008,99,6,3,18,0.3333333333333333
Mohammad Hafeez,2008,103,7,3,18,0.3888888888888889
Mohammad Hafeez,2008,105,5,2,12,0.4166666666666667
Mohammad Nabi,2017,19,2,1,6,0.3333333333333333
Mohammed Shami,2013,389,5,4,24,0.20833333333333334
Mohammed Shami,2014,465,2,2,12,0.16666666666666666
Mohammed Shami,2014,495,1,1,6,0.16666666666666666
Mohammed Shami,2014,502,1,1,6,0.16666666666666666
Mohammed Shami,2014,512,0,1,6,0.0
Mohammed Shami,2016,602,1,1,6,0.16666666666666666
Mohammed Shami,2016,609,2,1,6,0.3333333333333333
Mohammed Shami,2017,18,1,1,6,0.16666666666666666
Mohammed Shami,2017,35,2,2,12,0.16666666666666666
Mohammed Shami,2017,44,7,2,12,0.5833333333333334
Mohammed Shami,2017,49,4,1,6,0.6666666666666666
Mohammed Shami,2017,51,2,1,6,0.3333333333333333
Mohammed Shami,2017,55,21,4,24,0.875
N Rana,2016,617,9,4,24,0.375
N Rana,2016,619,28,9,54,0.5185185185185185
N Rana,2016,630,73,12,72,1.0138888888888888
N Rana,2017,2,35,10,60,0.5833333333333334
N Rana,2017,7,52,11,66,0.7878787878787878
N Rana,2017,10,46,12,72,0.6388888888888888
N Rana,2017,12,11,6,36,0.3055555555555556
N Rana,2017,16,61,10,60,1.0166666666666666
N Rana,2017,22,65,11,66,0.9848484848484849
N Rana,2017,24,8,4,24,0.3333333333333333
N Rana,2017,28,3,4,24,0.125
N Rana,2017,34,19,6,36,0.5277777777777778
N Rana,2017,37,28,10,60,0.4666666666666667
N Rana,2017,47,10,4,24,0.4166666666666667
N Rana,2017,50,13,5,30,0.43333333333333335
N Saini,2012,333,14,3,18,0.7777777777777778
N Saini,2012,336,30,7,42,0.7142857142857143
N Saini,2012,340,18,6,36,0.5
N Saini,2012,343,6,2,12,0.5
N Saini,2012,350,50,13,78,0.6410256410256411
N Saini,2012,354,4,5,30,0.13333333333333333
N Saini,2012,359,2,2,12,0.16666666666666666
N Saini,2012,366,5,3,18,0.2777777777777778
N Saini,2012,369,15,4,24,0.625
N Saini,2012,371,1,3,18,0.05555555555555555
ND Doshi,2011,294,0,4,24,0.0
NJ Maddinson,2014,459,4,2,12,0.3333333333333333
NJ Maddinson,2014,462,12,3,18,0.6666666666666666
NJ Maddinson,2015,554,4,2,12,0.3333333333333333
NJ Rimmington,2011,239,1,1,6,0.16666666666666666
NL McCullum,2011,262,15,8,48,0.3125
NL McCullum,2011,271,13,2,12,1.0833333333333333
NLTC Perera,2011,261,1,2,12,0.08333333333333333
NLTC Perera,2011,265,24,7,42,0.5714285714285714
NLTC Perera,2012,336,7,2,12,0.5833333333333334
NLTC Perera,2012,351,0,2,12,0.0
NLTC Perera,2013,384,30,5,30,1.0
NLTC Perera,2013,388,15,4,24,0.625
NLTC Perera,2013,394,2,3,18,0.1111111111111111
NLTC Perera,2013,397,37,8,48,0.7708333333333334
NLTC Perera,2013,402,2,2,12,0.16666666666666666
NLTC Perera,2013,405,28,4,24,1.1666666666666667
NLTC Perera,2013,416,4,1,6,0.6666666666666666
NLTC Perera,2013,432,44,8,48,0.9166666666666666
NLTC Perera,2013,435,23,5,30,0.7666666666666667
NLTC Perera,2013,440,33,5,30,1.1
NLTC Perera,2013,444,3,2,12,0.25
NLTC Perera,2013,449,18,4,24,0.75
NLTC Perera,2013,453,4,3,18,0.2222222222222222
NLTC Perera,2013,455,13,3,18,0.7222222222222222
NLTC Perera,2015,532,13,3,18,0.7222222222222222
NLTC Perera,2015,548,3,2,12,0.25
NLTC Perera,2016,586,8,3,18,0.4444444444444444
NLTC Perera,2016,592,36,5,30,1.2
NLTC Perera,2016,596,13,3,18,0.7222222222222222
NLTC Perera,2016,601,3,1,6,0.5
NLTC Perera,2016,605,14,3,18,0.7777777777777778
NLTC Perera,2016,609,15,2,12,1.25
NLTC Perera,2016,611,14,3,18,0.7777777777777778
NLTC Perera,2016,616,18,5,30,0.6
NLTC Perera,2016,621,13,4,24,0.5416666666666666
NLTC Perera,2016,629,23,6,36,0.6388888888888888
NM Coulter-Nile,2013,450,9,3,18,0.5
NM Coulter-Nile,2015,519,5,3,18,0.2777777777777778
NM Coulter-Nile,2015,535,2,2,12,0.16666666666666666
NM Coulter-Nile,2015,543,4,2,12,0.3333333333333333
